codigo,descricao,periodo,valor,arquivo
2,Reservas de lucros,2021-06-30,296010145.09,anexo-pilar3-circular-3930-q2-2021.xlsx
3,Outras receitas e outras reservas,2021-06-30,7332027.550000001,anexo-pilar3-circular-3930-q2-2021.xlsx
5,Participação de não controladores nos instrumentos emitidos por subsidiárias do conglomerado prudencial e elegíveis ao seu Capital Principal,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
6,Capital Principal antes dos ajustes prudenciais,2021-06-30,3108267173.14,anexo-pilar3-circular-3930-q2-2021.xlsx
7,"Ajustes prudenciais relativos a apreçamentos de
instrumentos financeiros (PVA)",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
8,Ágios pagos na aquisição de investimentos com fundamento em expectativa de rentabilidade futura,2021-06-30,1450985114.71,anexo-pilar3-circular-3930-q2-2021.xlsx
9,Ativos intangíveis,2021-06-30,8588874.67,anexo-pilar3-circular-3930-q2-2021.xlsx
10,Créditos tributários decorrentes de prejuízos fiscais e de base negativa de Contribuição Social sobre o Lucro Líquido e os originados dessa contribuição relativos a períodos de apuração encerrados até 31 de dezembro de 1998,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
11,Ajustes relativos ao valor de mercado dos instrumentos financeiros derivativos utilizados para hedge de fluxo de caixa de itens protegidos cujos ajustes de marcação a mercado não são registrados contabilmente,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
15,Ativos atuariais relacionados a fundos de pensão de benefício definido,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
16,"Ações ou outros instrumentos de emissão própria autorizados a compor o Capital Principal da instituição ou conglomerado, adquiridos diretamente, indiretamente ou de forma sintética",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
17,Valor total das deduções relativas às aquisições recíprocas de Capital Principal ,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
18,"Valor total das deduções relativas às participações líquidas não significativas em Capital Principal de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidadas e em capital social de empresas assemelhadas a instituições financeiras não consolidadas, sociedades seguradoras, resseguradoras, de capitalização e entidades abertas de previdência complementar",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
19,"Valor total das deduções relativas às participações líquidas significativas em Capital Principal de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidadas e em capital social de empresas assemelhadas a instituições financeiras não consolidadas, sociedades seguradoras, resseguradoras, de capitalização e entidades abertas de previdência complementar, que exceda 10% do valor do Capital Principal da própria instituição ou conglomerado, desconsiderando deduções específicas",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
21,"Valor total das deduções relativas aos créditos tributários decorrentes de diferenças temporárias que dependam de geração de lucros ou receitas tributáveis futuras para sua realização, que exceda 10% do Capital Principal da própria instituição ou conglomerado, desconsiderando deduções específicas",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
22,"Valor que excede, de forma agregada, 15% do Capital Principal da própria instituição ou conglomerado ",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
23,"   do qual: oriundo de participações líquidas significativas em Capital Principal de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidadas e em capital social de empresas assemelhadas a instituições financeiras não consolidadas, de sociedades seguradoras, resseguradoras, de capitalização e de entidades abertas de previdência complementar",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
25,   do qual: oriundo de créditos tributários decorrentes de diferenças temporárias que dependam de geração de lucros ou receitas tributáveis futuras para sua realização,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
26,Ajustes regulatórios nacionais,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
27,Dedução aplicada ao Capital Principal decorrente de insuficiência de Capital Complementar e de Nível II para cobrir as respectivas deduções nesses componentes,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
28,Total de deduções regulatórias ao Capital Principal,2021-06-30,1459573989.38,anexo-pilar3-circular-3930-q2-2021.xlsx
29,Capital Principal,2021-06-30,1648693183.7599998,anexo-pilar3-circular-3930-q2-2021.xlsx
30,Instrumentos elegíveis ao Capital Complementar,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
31,"   dos quais: classificados como capital social
conforme as regras contábeis",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
32,"   dos quais: classificados como passivo
conforme as regras contábeis",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
33,"Instrumentos autorizados a compor o Capital Complementar antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
34,Participação de não controladores nos instrumentos emitidos por subsidiárias da instituição ou conglomerado e elegíveis ao seu Capital Complementar ,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
35,"   da qual: instrumentos emitidos por subsidiárias antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
36,Capital Complementar antes das deduções regulatórias,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
37,"Ações ou outros instrumentos de emissão própria autorizados a compor o Capital Complementar da instituição ou conglomerado, adquiridos diretamente, indiretamente ou de forma sintética",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
38,Valor total das deduções relativas às aquisições recíprocas de Capital Complementar,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
39,Valor total das deduções relativas aos investimentos líquidos não significativos em Capital Complementar de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidadas,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
40,Valor total das deduções relativas aos investimentos líquidos significativos em Capital Complementar de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidadas,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
41,Ajustes regulatórios nacionais,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
42,Dedução aplicada ao Capital Complementar decorrente de insuficiência de Nível II para cobrir a dedução nesse componente,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
43,Total de deduções regulatórias ao Capital Complementar,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
44,Capital Complementar,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
45,Nível I,2021-06-30,1648693183.7599998,anexo-pilar3-circular-3930-q2-2021.xlsx
46,Instrumentos elegíveis ao Nível II,2021-06-30,95840185.28,anexo-pilar3-circular-3930-q2-2021.xlsx
47,"Instrumentos autorizados a compor o Nível II antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
48,Participação de não controladores nos instrumentos emitidos por subsidiárias do conglomerado e elegíveis ao seu Nível II,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
49,"da qual: instrumentos emitidos por subsidiárias antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
51,Nível II antes das deduções regulatórias,2021-06-30,95840185.28,anexo-pilar3-circular-3930-q2-2021.xlsx
52,"Ações ou outros instrumentos de emissão própria, autorizados a compor o Nível II da instituição ou conglomerado, adquiridos diretamente, indiretamente ou de forma sintética",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
53,Valor total das deduções relativas às aquisições recíprocas de Nível II,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
54,Valor total das deduções relativas aos investimentos líquidos não significativos em instrumentos de Nível II e em instrumentos reconhecidos como TLAC emitidos por instituições autorizadas a funcionar pelo Banco Central do Brasil ou por instituições financeiras no exterior não consolidadas,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
55,Valor total das deduções relativas aos investimentos líquidos significativos em instrumentos de Nível II e em instrumentos reconhecidos como TLAC emitidos por instituições autorizadas a funcionar pelo Banco Central do  Brasil ou por instituições financeiras no exterior não consolidadas,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
56,Ajustes regulatórios nacionais,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
57,Total de deduções regulatórias ao Nível II,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
58,Nível II,2021-06-30,95840185.28,anexo-pilar3-circular-3930-q2-2021.xlsx
59,Patrimônio de Referência,2021-06-30,1744533369.0399997,anexo-pilar3-circular-3930-q2-2021.xlsx
60,Total de ativos ponderados pelo risco (RWA),2021-06-30,4649033367.4,anexo-pilar3-circular-3930-q2-2021.xlsx
61,Índice de Capital Principal (ICP),2021-06-30,0.35463139398417387,anexo-pilar3-circular-3930-q2-2021.xlsx
62,Índice de Nível I (IN1),2021-06-30,0.35463139398417387,anexo-pilar3-circular-3930-q2-2021.xlsx
63,Índice de Basileia (IB),2021-06-30,0.3752464719382388,anexo-pilar3-circular-3930-q2-2021.xlsx
64,Percentual do adicional de Capital Principal (em relação ao RWA),2021-06-30,0.01625,anexo-pilar3-circular-3930-q2-2021.xlsx
65,   do qual: adicional para conservação de capital - ACPConservação,2021-06-30,0.01625,anexo-pilar3-circular-3930-q2-2021.xlsx
66,   do qual: adicional contracíclico - ACPContracíclico,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
67,   do qual: Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
68,"Capital Principal excedente ao montante utilizado para cumprimento dos requerimentos de capital, como proporção do RWA (%)",2021-06-30,0.3096,anexo-pilar3-circular-3930-q2-2021.xlsx
72,"Valor total, sujeito à ponderação de risco, das participações não significativas em Capital Principal de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidas e em capital social de empresas assemelhadas a instituições financeiras não consolidadas, sociedades seguradoras, ] resseguradoras, de capitalização e entidades abertas de previdência complementar, bem como dos investimentos não significativos em Capital Complementar, em instrumentos de Nível II e em instrumentos reconhecidos como TLAC emitidos por instituições financeiras autorizadas a funcionar pelo Banco Central do Brasil ou por instituições financeiras no exterior não consolidadas",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
73,"Valor total, sujeito à ponderação de risco, das participações significativas em Capital Principal de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidas e em capital social de empresas assemelhadas a instituições financeiras não consolidadas, sociedades seguradoras, resseguradoras, de capitalização e entidades abertas de previdência complementar",2021-06-30,79334994.88,anexo-pilar3-circular-3930-q2-2021.xlsx
75,"Valor total, sujeito à ponderação de risco, de créditos tributários decorrentes de diferenças temporárias que dependam de geração de lucros ou receitas tributáveis futuras para sua realização, não deduzidos do Capital Principal",2021-06-30,5990855.32,anexo-pilar3-circular-3930-q2-2021.xlsx
82,"Limite atual para os instrumentos autorizados a compor o Capital Complementar antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
83,Valor excluído do Capital Complementar devido ao limite da linha 82,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
84,"Limite atual para os instrumentos autorizados a compor o Nível II antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
85,Valor excluído do Nível II devido ao limite da linha 84,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
26.a,   Ativos permanentes diferidos,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
26.b,"   Investimentos em dependências, instituições financeiras controladas no exterior ou entidades não financeiras que componham o conglomerado, em relação às quais o Banco Central do Brasil não tenha acesso a informações, dados e documentos",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
26.d,   Aumento de capital social não autorizado,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
26.e,   Excedente do valor ajustado de Capital Principal,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
26.f,   Depósito para suprir deficiência de capital,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
26.g,"   Montante dos ativos intangíveis constituídos antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
26.h,   Excesso dos recursos aplicados no Ativo Permanente,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
26.i,"   Destaque do PR, conforme Resolução nº 4.589, de 29 de junho de 2017",2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
26.j,   Outras diferenças residuais relativas à metodologia de apuração do Capital Principal para fins regulatórios,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
41.b,Participação de não controladores no Capital Complementar,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
41.c,Outras diferenças residuais relativas à metodologia de apuração do Capital Complementar para fins regulatórios,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
56.b,Participação de não controladores no Nível II,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
56.c,Outras diferenças residuais relativas à metodologia de apuração do Nível II para fins de regulatórios,2021-06-30,0.0,anexo-pilar3-circular-3930-q2-2021.xlsx
2,Reservas de lucros,2021-12-31,693136413.14,anexo-pilar3-circular-3930-q4-2021.xlsx
3,Outras receitas e outras reservas,2021-12-31,44382772.68999999,anexo-pilar3-circular-3930-q4-2021.xlsx
5,Participação de não controladores nos instrumentos emitidos por subsidiárias do conglomerado prudencial e elegíveis ao seu Capital Principal,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
6,Capital Principal antes dos ajustes prudenciais,2021-12-31,4092444186.33,anexo-pilar3-circular-3930-q4-2021.xlsx
7,"Ajustes prudenciais relativos a apreçamentos de
instrumentos financeiros (PVA)",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
8,Ágios pagos na aquisição de investimentos com fundamento em expectativa de rentabilidade futura,2021-12-31,1209602272.71,anexo-pilar3-circular-3930-q4-2021.xlsx
9,Ativos intangíveis,2021-12-31,231728122.43,anexo-pilar3-circular-3930-q4-2021.xlsx
10,Créditos tributários decorrentes de prejuízos fiscais e de base negativa de Contribuição Social sobre o Lucro Líquido e os originados dessa contribuição relativos a períodos de apuração encerrados até 31 de dezembro de 1998,2021-12-31,45959944.47,anexo-pilar3-circular-3930-q4-2021.xlsx
11,Ajustes relativos ao valor de mercado dos instrumentos financeiros derivativos utilizados para hedge de fluxo de caixa de itens protegidos cujos ajustes de marcação a mercado não são registrados contabilmente,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
15,Ativos atuariais relacionados a fundos de pensão de benefício definido,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
16,"Ações ou outros instrumentos de emissão própria autorizados a compor o Capital Principal da instituição ou conglomerado, adquiridos diretamente, indiretamente ou de forma sintética",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
17,Valor total das deduções relativas às aquisições recíprocas de Capital Principal ,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
18,"Valor total das deduções relativas às participações líquidas não significativas em Capital Principal de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidadas e em capital social de empresas assemelhadas a instituições financeiras não consolidadas, sociedades seguradoras, resseguradoras, de capitalização e entidades abertas de previdência complementar",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
19,"Valor total das deduções relativas às participações líquidas significativas em Capital Principal de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidadas e em capital social de empresas assemelhadas a instituições financeiras não consolidadas, sociedades seguradoras, resseguradoras, de capitalização e entidades abertas de previdência complementar, que exceda 10% do valor do Capital Principal da própria instituição ou conglomerado, desconsiderando deduções específicas",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
21,"Valor total das deduções relativas aos créditos tributários decorrentes de diferenças temporárias que dependam de geração de lucros ou receitas tributáveis futuras para sua realização, que exceda 10% do Capital Principal da própria instituição ou conglomerado, desconsiderando deduções específicas",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
22,"Valor que excede, de forma agregada, 15% do Capital Principal da própria instituição ou conglomerado ",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
23,"   do qual: oriundo de participações líquidas significativas em Capital Principal de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidadas e em capital social de empresas assemelhadas a instituições financeiras não consolidadas, de sociedades seguradoras, resseguradoras, de capitalização e de entidades abertas de previdência complementar",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
25,   do qual: oriundo de créditos tributários decorrentes de diferenças temporárias que dependam de geração de lucros ou receitas tributáveis futuras para sua realização,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
26,Ajustes regulatórios nacionais,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
27,Dedução aplicada ao Capital Principal decorrente de insuficiência de Capital Complementar e de Nível II para cobrir as respectivas deduções nesses componentes,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
28,Total de deduções regulatórias ao Capital Principal,2021-12-31,1487290339.6100001,anexo-pilar3-circular-3930-q4-2021.xlsx
29,Capital Principal,2021-12-31,2605153846.72,anexo-pilar3-circular-3930-q4-2021.xlsx
30,Instrumentos elegíveis ao Capital Complementar,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
31,"   dos quais: classificados como capital social
conforme as regras contábeis",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
32,"   dos quais: classificados como passivo
conforme as regras contábeis",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
33,"Instrumentos autorizados a compor o Capital Complementar antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
34,Participação de não controladores nos instrumentos emitidos por subsidiárias da instituição ou conglomerado e elegíveis ao seu Capital Complementar ,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
35,"   da qual: instrumentos emitidos por subsidiárias antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
36,Capital Complementar antes das deduções regulatórias,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
37,"Ações ou outros instrumentos de emissão própria autorizados a compor o Capital Complementar da instituição ou conglomerado, adquiridos diretamente, indiretamente ou de forma sintética",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
38,Valor total das deduções relativas às aquisições recíprocas de Capital Complementar,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
39,Valor total das deduções relativas aos investimentos líquidos não significativos em Capital Complementar de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidadas,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
40,Valor total das deduções relativas aos investimentos líquidos significativos em Capital Complementar de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidadas,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
41,Ajustes regulatórios nacionais,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
42,Dedução aplicada ao Capital Complementar decorrente de insuficiência de Nível II para cobrir a dedução nesse componente,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
43,Total de deduções regulatórias ao Capital Complementar,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
44,Capital Complementar,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
45,Nível I,2021-12-31,2605153846.72,anexo-pilar3-circular-3930-q4-2021.xlsx
46,Instrumentos elegíveis ao Nível II,2021-12-31,101886664.8,anexo-pilar3-circular-3930-q4-2021.xlsx
47,"Instrumentos autorizados a compor o Nível II antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
48,Participação de não controladores nos instrumentos emitidos por subsidiárias do conglomerado e elegíveis ao seu Nível II,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
49,"da qual: instrumentos emitidos por subsidiárias antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
51,Nível II antes das deduções regulatórias,2021-12-31,101886664.8,anexo-pilar3-circular-3930-q4-2021.xlsx
52,"Ações ou outros instrumentos de emissão própria, autorizados a compor o Nível II da instituição ou conglomerado, adquiridos diretamente, indiretamente ou de forma sintética",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
53,Valor total das deduções relativas às aquisições recíprocas de Nível II,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
54,Valor total das deduções relativas aos investimentos líquidos não significativos em instrumentos de Nível II e em instrumentos reconhecidos como TLAC emitidos por instituições autorizadas a funcionar pelo Banco Central do Brasil ou por instituições financeiras no exterior não consolidadas,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
55,Valor total das deduções relativas aos investimentos líquidos significativos em instrumentos de Nível II e em instrumentos reconhecidos como TLAC emitidos por instituições autorizadas a funcionar pelo Banco Central do  Brasil ou por instituições financeiras no exterior não consolidadas,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
56,Ajustes regulatórios nacionais,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
57,Total de deduções regulatórias ao Nível II,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
58,Nível II,2021-12-31,101886664.8,anexo-pilar3-circular-3930-q4-2021.xlsx
59,Patrimônio de Referência,2021-12-31,2707040511.52,anexo-pilar3-circular-3930-q4-2021.xlsx
60,Total de ativos ponderados pelo risco (RWA),2021-12-31,11957297305.71,anexo-pilar3-circular-3930-q4-2021.xlsx
61,Índice de Capital Principal (ICP),2021-12-31,0.21787146209670258,anexo-pilar3-circular-3930-q4-2021.xlsx
62,Índice de Nível I (IN1),2021-12-31,0.21787146209670258,anexo-pilar3-circular-3930-q4-2021.xlsx
63,Índice de Basileia (IB),2021-12-31,0.22639233953205296,anexo-pilar3-circular-3930-q4-2021.xlsx
64,Percentual do adicional de Capital Principal (em relação ao RWA),2021-12-31,0.02,anexo-pilar3-circular-3930-q4-2021.xlsx
65,   do qual: adicional para conservação de capital - ACPConservação,2021-12-31,0.02,anexo-pilar3-circular-3930-q4-2021.xlsx
66,   do qual: adicional contracíclico - ACPContracíclico,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
67,   do qual: Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
68,"Capital Principal excedente ao montante utilizado para cumprimento dos requerimentos de capital, como proporção do RWA (%)",2021-12-31,0.1529,anexo-pilar3-circular-3930-q4-2021.xlsx
72,"Valor total, sujeito à ponderação de risco, das participações não significativas em Capital Principal de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidas e em capital social de empresas assemelhadas a instituições financeiras não consolidadas, sociedades seguradoras, ] resseguradoras, de capitalização e entidades abertas de previdência complementar, bem como dos investimentos não significativos em Capital Complementar, em instrumentos de Nível II e em instrumentos reconhecidos como TLAC emitidos por instituições financeiras autorizadas a funcionar pelo Banco Central do Brasil ou por instituições financeiras no exterior não consolidadas",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
73,"Valor total, sujeito à ponderação de risco, das participações significativas em Capital Principal de instituições autorizadas a funcionar pelo Banco Central do Brasil e de instituições financeiras no exterior não consolidas e em capital social de empresas assemelhadas a instituições financeiras não consolidadas, sociedades seguradoras, resseguradoras, de capitalização e entidades abertas de previdência complementar",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
75,"Valor total, sujeito à ponderação de risco, de créditos tributários decorrentes de diferenças temporárias que dependam de geração de lucros ou receitas tributáveis futuras para sua realização, não deduzidos do Capital Principal",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
82,"Limite atual para os instrumentos autorizados a compor o Capital Complementar antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
83,Valor excluído do Capital Complementar devido ao limite da linha 82,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
84,"Limite atual para os instrumentos autorizados a compor o Nível II antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
85,Valor excluído do Nível II devido ao limite da linha 84,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
26.a,   Ativos permanentes diferidos,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
26.b,"   Investimentos em dependências, instituições financeiras controladas no exterior ou entidades não financeiras que componham o conglomerado, em relação às quais o Banco Central do Brasil não tenha acesso a informações, dados e documentos",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
26.d,   Aumento de capital social não autorizado,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
26.e,   Excedente do valor ajustado de Capital Principal,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
26.f,   Depósito para suprir deficiência de capital,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
26.g,"   Montante dos ativos intangíveis constituídos antes da entrada em vigor da Resolução nº 4.192, de 2013",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
26.h,   Excesso dos recursos aplicados no Ativo Permanente,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
26.i,"   Destaque do PR, conforme Resolução nº 4.589, de 29 de junho de 2017",2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
26.j,   Outras diferenças residuais relativas à metodologia de apuração do Capital Principal para fins regulatórios,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
41.b,Participação de não controladores no Capital Complementar,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
41.c,Outras diferenças residuais relativas à metodologia de apuração do Capital Complementar para fins regulatórios,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
56.b,Participação de não controladores no Nível II,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
56.c,Outras diferenças residuais relativas à metodologia de apuração do Nível II para fins de regulatórios,2021-12-31,0.0,anexo-pilar3-circular-3930-q4-2021.xlsx
1,Capital Principal,2022-03-22,2886185829.38,anexo-pilar3-circular-3930-q2-2022.xlsx
1,Capital Principal,2022-03-22,2886185829.38,anexo-pilar3-circular-3930-q3-2022.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2022-03-22,0.0,anexo-pilar3-circular-3930-q2-2022.xlsx
11,ACP total (%),2022-03-22,0.0,anexo-pilar3-circular-3930-q2-2022.xlsx
11,ACP total (%),2022-03-22,0.02,anexo-pilar3-circular-3930-q3-2022.xlsx
